n,int
1450,0.791034
1450,0.783448
1500,0.783333
1500,0.779333
1500,0.809333
1500,0.767333
1500,0.773333
1500,0.792667
1500,0.790667
1500,0.784667
1500,0.77
1500,0.798
1500,0.765333
1500,0.796
1500,0.794667
1500,0.78
1500,0.781333
1500,0.787333
1500,0.772
1500,0.784
1500,0.792667
1500,0.778667
1500,0.795333
1500,0.782667
1500,0.786667
1500,0.788667
1500,0.792
1500,0.793333
1500,0.776
1500,0.788667
1500,0.791333
1500,0.781333
1500,0.787333
1500,0.78
1500,0.794
1500,0.798
1500,0.779333
1500,0.776667
1500,0.801333
1500,0.812667
1500,0.789333
1500,0.8
1500,0.79
1500,0.782667
1500,0.792667
1500,0.762667
1500,0.788667
1500,0.776667
1500,0.786667
1500,0.776667
1500,0.777333
1500,0.798
1550,0.786452
1550,0.783226
1550,0.781935
1550,0.799355
1550,0.795484
1550,0.772903
1550,0.778065
1550,0.763871
1550,0.798065
1550,0.78
1550,0.773548
1550,0.797419
1550,0.789677
1550,0.773548
1550,0.783871
1550,0.782581
1550,0.789677
1550,0.777419
1550,0.771613
1550,0.80129
1550,0.783226
1550,0.795484
1550,0.786452
1550,0.792258
1550,0.785161
1550,0.796129
1550,0.789677
1550,0.774194
1550,0.78129
1550,0.79871
1550,0.789032
1550,0.770323
1550,0.772903
1550,0.763871
1550,0.781935
1550,0.783871
1550,0.784516
1550,0.771613
1550,0.775484
1550,0.787742
1550,0.794194
1550,0.781935
1550,0.782581
1550,0.789032
1550,0.792903
1550,0.80129
1550,0.796129
1550,0.78129
1550,0.787742
1550,0.799355
1600,0.78875
1600,0.78625
1600,0.77875
1600,0.784375
1600,0.783125
1600,0.795625
1600,0.770625
1600,0.771875
1600,0.776875
1600,0.78
1600,0.78375
1600,0.76875
1600,0.7825
1600,0.78625
1600,0.79125
1600,0.770625
1600,0.78125
1600,0.77375
1600,0.8025
1600,0.79
1600,0.795625
1600,0.77625
1600,0.785
1600,0.79125
1600,0.785
1600,0.783125
1600,0.778125
1600,0.815
1600,0.79125
1600,0.778125
1600,0.7775
1600,0.76875
1600,0.791875
1600,0.775
1600,0.779375
1600,0.780625
1600,0.771875
1600,0.8
1600,0.75125
1600,0.80375
1600,0.771875
1600,0.785
1600,0.779375
1600,0.76625
1600,0.78625
1600,0.811875
1600,0.78125
1600,0.778125
1600,0.79
1600,0.8025
1650,0.786061
1650,0.783636
1650,0.793333
1650,0.776364
1650,0.791515
1650,0.786061
1650,0.781212
1650,0.793333
1650,0.798182
1650,0.77697
1650,0.786061
1650,0.789091
1650,0.784242
1650,0.792121
1650,0.792121
1650,0.785455
1650,0.8
1650,0.792727
1650,0.778788
1650,0.789697
1650,0.777576
1650,0.786667
1650,0.780606
1650,0.786667
1650,0.78303
1650,0.8
1650,0.780606
1650,0.770303
1650,0.798182
1650,0.789697
1650,0.811515
1650,0.792121
1650,0.790303
1650,0.781212
1650,0.80303
1650,0.784848
1650,0.801212
1650,0.775758
1650,0.783636
1650,0.789091
1650,0.795152
1650,0.774545
1650,0.802424
1650,0.790303
1650,0.774545
1650,0.781212
1650,0.771515
1650,0.793333
1650,0.792121
1650,0.78303
1700,0.788824
1700,0.791765
1700,0.787647
1700,0.795294
1700,0.807647
1700,0.780588
1700,0.796471
1700,0.79
1700,0.781176
1700,0.787059
1700,0.768235
1700,0.774706
1700,0.784706
1700,0.781176
1700,0.793529
1700,0.786471
1700,0.79
1700,0.801176
1700,0.785882
1700,0.781765
1700,0.783529
1700,0.791765
1700,0.794706
1700,0.779412
1700,0.795294
1700,0.794706
1700,0.802353
1700,0.765882
1700,0.794118
1700,0.772941
1700,0.775294
1700,0.800588
1700,0.781176
1700,0.781176
1700,0.778235
1700,0.787059
1700,0.783529
1700,0.777647
1700,0.783529
1700,0.776471
1700,0.783529
1700,0.795294
1700,0.779412
1700,0.76
1700,0.795882
1700,0.784118
1700,0.782941
1700,0.778824
1700,0.776471
1700,0.813529
1750,0.787429
1750,0.778286
1750,0.782857
1750,0.781143
1750,0.805714
1750,0.772571
1750,0.798286
1750,0.781714
1750,0.789143
1750,0.774857
1750,0.784571
1750,0.784
1750,0.782857
1750,0.776
1750,0.801143
1750,0.798286
1750,0.791429
1750,0.78
1750,0.798286
1750,0.794857
1750,0.768571
1750,0.773143
1750,0.768
1750,0.791429
1750,0.803429
1750,0.767429
1750,0.789143
1750,0.793714
1750,0.794286
1750,0.772571
1750,0.786857
1750,0.770286
1750,0.780571
1750,0.785714
1750,0.802286
1750,0.806857
1750,0.781143
1750,0.791429
1750,0.793714
1750,0.788
1750,0.781714
1750,0.78
1750,0.788
1750,0.793714
1750,0.792571
1750,0.78
1750,0.780571
1750,0.785143
1750,0.795429
1750,0.785143
1800,0.802778
1800,0.789444
1800,0.780556
1800,0.775
1800,0.796111
1800,0.764444
1800,0.783889
1800,0.777778
1800,0.79
1800,0.780556
1800,0.772778
1800,0.775556
1800,0.773889
1800,0.790556
1800,0.784444
1800,0.787222
1800,0.776667
1800,0.778889
1800,0.778889
1800,0.793333
1800,0.790556
1800,0.781111
1800,0.799444
1800,0.805556
1800,0.787222
1800,0.779444
1800,0.787778
1800,0.767222
1800,0.785556
1800,0.782778
1800,0.783333
1800,0.774444
1800,0.78
1800,0.773889
1800,0.786667
